YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit ,Sample_Size,Total,Age(years),Education,Gender,Income,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2018,2018,GU,Guam,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,22.9,22.9,,,15.7,32.3,203,,,,,"Less than $15,000",,"(13.444304, 144.793731)",OWS,OWS1,Q037,VALUE,66,Income,"Less than $15,000",INC,INCLESS15
2018,2018,WA,Washington,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,34.5,34.5,,,29,40.5,352,,,,,,Asian,"(47.52227862900048, -120.47001078999972)",OWS,OWS1,Q037,VALUE,53,Race/Ethnicity,Asian,RACE,RACEASN
2018,2018,IN,Indiana,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,34.6,34.6,,,31.7,37.5,1778,,,Some college or technical school,,,,"(39.766910452000445, -86.14996019399968)",OWS,OWS1,Q037,VALUE,18,Education,Some college or technical school,EDU,EDUCOTEC
2018,2018,OK,Oklahoma,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,33,33,,,30.2,35.9,1606,,,College graduate,,,,"(35.47203135600046, -97.52107021399968)",OWS,OWS1,Q036,VALUE,40,Education,College graduate,EDU,EDUCOGRAD
2018,2018,GU,Guam,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,30.8,30.8,,,26.1,35.8,824,,,,Female,,,"(13.444304, 144.793731)",OWS,OWS1,Q036,VALUE,66,Gender,Female,GEN,FEMALE
2018,2018,IA,Iowa,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,36,36,,,34.4,37.7,4186,,,,Male,,,"(42.46940091300047, -93.81649055599968)",OWS,OWS1,Q036,VALUE,19,Gender,Male,GEN,MALE
2018,2018,OH,Ohio,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,34.8,34.8,,,31.3,38.5,1480,,,,,"$35,000 - $49,999",,"(40.06021014100048, -82.40426005599966)",OWS,OWS1,Q036,VALUE,39,Income,"$35,000 - $49,999",INC,INC3550
2018,2018,MS,Mississippi,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,33.8,33.8,,,32.2,35.5,5477,Total,,,,,,"(32.745510099000455, -89.53803082499968)",OWS,OWS1,Q037,VALUE,28,Total,Total,OVR,OVERALL
2018,2018,TX,Texas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,34.3,34.3,,,29.4,39.5,1288,,35 - 44,,,,,"(31.827240407000488, -99.42677020599967)",OWS,OWS1,Q037,VALUE,48,Age (years),35 - 44,AGEYR,AGEYR3544
2018,2018,GA,Georgia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,35,35,,,32.5,37.6,2113,,,High school graduate,,,,"(32.83968109300048, -83.62758034599966)",OWS,OWS1,Q036,VALUE,13,Education,High school graduate,EDU,EDUHSGRAD
2018,2018,GA,Georgia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,38.7,38.7,,,36.8,40.6,3736,,,,Male,,,"(32.83968109300048, -83.62758034599966)",OWS,OWS1,Q037,VALUE,13,Gender,Male,GEN,MALE
2018,2018,ID,Idaho,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,10.7,10.7,,,7.2,15.6,246,,18 - 24,,,,,"(43.682630005000476, -114.3637300419997)",OWS,OWS1,Q036,VALUE,16,Age (years),18 - 24,AGEYR,AGEYR1824
2018,2018,WY,Wyoming,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,39.9,39.9,,,37.2,42.6,1736,,65 or older,,,,,"(43.23554134300048, -108.10983035299967)",OWS,OWS1,Q037,VALUE,56,Age (years),65 or older,AGEYR,AGEYR65PLUS
2018,2018,DC,District of Columbia,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,25,25,,,21.5,29,822,,55 - 64,,,,,"(38.89037138500049, -77.03196112699965)",PA,PA1,Q047,VALUE,11,Age (years),55 - 64,AGEYR,AGEYR5564
2018,2018,AZ,Arizona,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,35.8,35.8,,,32.8,38.9,2366,,,Some college or technical school,,,,"(34.865970280000454, -111.76381127699972)",OWS,OWS1,Q037,VALUE,4,Education,Some college or technical school,EDU,EDUCOTEC
2018,2018,OK,Oklahoma,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,32.1,32.1,,,26.3,38.6,295,,,,,,Hispanic,"(35.47203135600046, -97.52107021399968)",PA,PA1,Q047,VALUE,40,Race/Ethnicity,Hispanic,RACE,RACEHIS
2018,2018,AL,Alabama,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,38.6,38.6,,,36.1,41.1,2251,,65 or older,,,,,"(32.84057112200048, -86.63186076199969)",OWS,OWS1,Q037,VALUE,1,Age (years),65 or older,AGEYR,AGEYR65PLUS
2018,2018,NH,New Hampshire,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,28.3,28.3,,,26,30.7,2204,,65 or older,,,,,"(43.65595011300047, -71.50036091999965)",OWS,OWS1,Q036,VALUE,33,Age (years),65 or older,AGEYR,AGEYR65PLUS
2018,2018,WI,Wisconsin,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,26.9,26.9,,,21.3,33.3,281,,18 - 24,,,,,"(44.39319117400049, -89.81637074199966)",OWS,OWS1,Q037,VALUE,55,Age (years),18 - 24,AGEYR,AGEYR1824
2015,2015,US,National,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,59.4,59.4,,,58.9,59.9,143919,,,College graduate,,,,,PA,PA1,Q043,VALUE,59,Education,College graduate,EDU,EDUCOGRAD
2018,2018,AK,Alaska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,29.2,29.2,,,26.3,32.2,1876,,,,,,Non-Hispanic White,"(64.84507995700051, -147.72205903599973)",OWS,OWS1,Q036,VALUE,2,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2018,2018,IA,Iowa,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,29.3,29.3,,,26.2,32.5,1056,,,,,"$15,000 - $24,999",,"(42.46940091300047, -93.81649055599968)",OWS,OWS1,Q037,VALUE,19,Income,"$15,000 - $24,999",INC,INC1525
2018,2018,VT,Vermont,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,27.5,27.5,,,25.9,29.2,6021,Total,,,,,,"(43.62538123900049, -72.51764079099962)",OWS,OWS1,Q036,VALUE,50,Total,Total,OVR,OVERALL
2018,2018,KY,Kentucky,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,30,30,,,25.9,34.4,1378,,,,,Data not reported,,"(37.645970271000465, -84.77497104799966)",OWS,OWS1,Q036,VALUE,21,Income,Data not reported,INC,INCNR
2018,2018,DE,Delaware,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,20.9,20.9,,,12.7,32.2,108,,,,,,Asian,"(39.008830667000495, -75.57774116799965)",PA,PA1,Q047,VALUE,10,Race/Ethnicity,Asian,RACE,RACEASN
2018,2018,CA,California,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,29.3,29.3,,,26.1,32.7,1294,,,,,"$50,000 - $74,999",,"(37.63864012300047, -120.99999953799971)",OWS,OWS1,Q036,VALUE,6,Income,"$50,000 - $74,999",INC,INC5075
2018,2018,PR,Puerto Rico,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,42.4,42.4,,,36.8,48.1,445,,,,,"$25,000 - $34,999",,"(18.220833, -66.590149)",OWS,OWS1,Q037,VALUE,72,Income,"$25,000 - $34,999",INC,INC2535
2018,2018,SD,South Dakota,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,29.9,29.9,,,25.6,34.6,1330,,,,,Data not reported,,"(44.353130053000484, -100.3735306369997)",PA,PA1,Q047,VALUE,46,Income,Data not reported,INC,INCNR
2018,2018,CO,Colorado,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,7.8,7.8,,,6.7,9,3156,,,,,"$75,000 or greater",,"(38.843840757000464, -106.13361092099967)",PA,PA1,Q047,VALUE,8,Income,"$75,000 or greater",INC,INC75PLUS
2018,2018,IL,Illinois,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,29,29,,,25,33.4,693,,,,,,Non-Hispanic Black,"(40.48501028300046, -88.99771017799969)",PA,PA1,Q047,VALUE,17,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2018,2018,US,National,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,12.6,12.6,,,12.3,13,161963,,,College graduate,,,,,PA,PA1,Q047,VALUE,59,Education,College graduate,EDU,EDUCOGRAD
2018,2018,VI,Virgin Islands,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,,,~,Data not available because sample size is insufficient.,,,,,65 or older,,,,,"(18.335765, -64.896335)",OWS,OWS1,Q037,VALUE,78,Age (years),65 or older,AGEYR,AGEYR65PLUS
2018,2018,NM,New Mexico,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,37,37,,,32.7,41.5,817,,,Less than high school,,,,"(34.52088095200048, -106.24058098499967)",PA,PA1,Q047,VALUE,35,Education,Less than high school,EDU,EDUHS
2018,2018,CT,Connecticut,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,12.2,12.2,,,11.1,13.5,5041,,,College graduate,,,,"(41.56266102000046, -72.64984095199964)",PA,PA1,Q047,VALUE,9,Education,College graduate,EDU,EDUCOGRAD
2018,2018,NE,Nebraska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Hawaiian/Pacific Islander,"(41.6410409880005, -99.36572062299967)",OWS,OWS1,Q036,VALUE,31,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2018,2018,NY,New York,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,23.8,23.8,,,23,24.7,35670,Total,,,,,,"(42.82700103200045, -75.54397042699964)",PA,PA1,Q047,VALUE,36,Total,Total,OVR,OVERALL
2018,2018,HI,Hawaii,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,31.3,31.3,,,24.5,38.9,336,,,Less than high school,,,,"(21.304850435000446, -157.85774940299973)",PA,PA1,Q047,VALUE,15,Education,Less than high school,EDU,EDUHS
2018,2018,ID,Idaho,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,32.1,32.1,,,24.9,40.3,226,,,,,,Hispanic,"(43.682630005000476, -114.3637300419997)",OWS,OWS1,Q036,VALUE,16,Race/Ethnicity,Hispanic,RACE,RACEHIS
2018,2018,IN,Indiana,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,39.4,39.4,,,34.2,44.8,524,,,,,,Non-Hispanic Black,"(39.766910452000445, -86.14996019399968)",OWS,OWS1,Q036,VALUE,18,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2018,2018,SC,South Carolina,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,39.1,39.1,,,34.8,43.5,1025,,,,,"$25,000 - $34,999",,"(33.998821303000454, -81.04537120699968)",OWS,OWS1,Q036,VALUE,45,Income,"$25,000 - $34,999",INC,INC2535
2018,2018,IL,Illinois,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,32.9,32.9,,,29.8,36.1,1175,,,High school graduate,,,,"(40.48501028300046, -88.99771017799969)",OWS,OWS1,Q036,VALUE,17,Education,High school graduate,EDU,EDUHSGRAD
2018,2018,AK,Alaska,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,18.2,18.2,,,13.7,23.7,398,,45 - 54,,,,,"(64.84507995700051, -147.72205903599973)",PA,PA1,Q047,VALUE,2,Age (years),45 - 54,AGEYR,AGEYR4554
2018,2018,IA,Iowa,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Other,"(42.46940091300047, -93.81649055599968)",PA,PA1,Q047,VALUE,19,Race/Ethnicity,Other,RACE,RACEOTH
2018,2018,SD,South Dakota,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,32.7,32.7,,,29.1,36.4,2038,,,Some college or technical school,,,,"(44.353130053000484, -100.3735306369997)",OWS,OWS1,Q036,VALUE,46,Education,Some college or technical school,EDU,EDUCOTEC
2018,2018,NM,New Mexico,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,26.7,26.7,,,22.2,31.7,635,,,,,,American Indian/Alaska Native,"(34.52088095200048, -106.24058098499967)",PA,PA1,Q047,VALUE,35,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2018,2018,IL,Illinois,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,18.1,18.1,,,15.1,21.6,713,,25 - 34,,,,,"(40.48501028300046, -88.99771017799969)",PA,PA1,Q047,VALUE,17,Age (years),25 - 34,AGEYR,AGEYR2534
2018,2018,VT,Vermont,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,35.5,35.5,,,32.3,38.9,1598,,,High school graduate,,,,"(43.62538123900049, -72.51764079099962)",OWS,OWS1,Q036,VALUE,50,Education,High school graduate,EDU,EDUHSGRAD
2018,2018,LA,Louisiana,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,34.1,34.1,,,31.4,36.9,2138,,,,Male,,,"(31.31266064400046, -92.44568007099969)",OWS,OWS1,Q036,VALUE,22,Gender,Male,GEN,MALE
2018,2018,WV,West Virginia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Hispanic,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q037,VALUE,54,Race/Ethnicity,Hispanic,RACE,RACEHIS
2018,2018,DE,Delaware,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,30.2,30.2,,,24.9,36,423,,25 - 34,,,,,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q036,VALUE,10,Age (years),25 - 34,AGEYR,AGEYR2534
2018,2018,MI,Michigan,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,38.4,38.4,,,36.2,40.7,2918,,,,,"$75,000 or greater",,"(44.6613195430005, -84.71439026999968)",OWS,OWS1,Q037,VALUE,26,Income,"$75,000 or greater",INC,INC75PLUS
2018,2018,DE,Delaware,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,39.7,39.7,,,35.4,44.2,721,,45 - 54,,,,,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q036,VALUE,10,Age (years),45 - 54,AGEYR,AGEYR4554
2018,2018,VI,Virgin Islands,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,American Indian/Alaska Native,"(18.335765, -64.896335)",PA,PA1,Q047,VALUE,78,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
